Gene.Name	Enhancer	enh.chr	enh.start	enh.end
Slc41a2	chr10:82958377..82958778	chr10	82421122	82421523
Slc41a2	chr10:83215586..83215987	chr10	82678331	82678732
Slc41a2	chr10:83343181..83343582	chr10	82805926	82806327
Slc6a8	chrX:73567390..73567791	chrX	70812729	70813130
Slc7a2	chr8:40584683..40585084	chr8	41670037	41670438
Slc7a2	chr8:40591685..40592086	chr8	41677039	41677440
Slc7a2	chr8:40597912..40598313	chr8	41683266	41683667
Slc7a2	chr8:41138359..41138760	chr8	42223713	42224114
Slc7a8	chr14:54432195..54432596	chr14	55051032	55051433
Slc7a8	chr14:54748544..54748945	chr14	55367381	55367782
Slc7a8	chr14:54749220..54749621	chr14	55368057	55368458
Slc7a8	chr14:54751593..54751994	chr14	55370430	55370831
Slc7a8	chr14:54754566..54754967	chr14	55373403	55373804
Slc7a8	chr14:54756413..54756814	chr14	55375250	55375651
Slc7a8	chr14:54768283..54768684	chr14	55387120	55387521
Slc7a8	chr14:54770980..54771381	chr14	55389817	55390218
Slco3a1	chr7:74647367..74647768	chr7	81792253	81792654
Slco3a1	chr7:74684005..74684406	chr7	81828891	81829292
Slfn2	chr11:83045539..83045940	chr11	82859041	82859442
Slfn2	chr11:83078055..83078456	chr11	82891557	82891958
Slfn3	chr11:83045539..83045940	chr11	82859041	82859442
Slfn3	chr11:83078055..83078456	chr11	82891557	82891958
Slfn3	chr11:83195676..83196077	chr11	83009178	83009579
Slfn5	chr11:83045539..83045940	chr11	82859041	82859442
Slfn5	chr11:83078055..83078456	chr11	82891557	82891958
Slfn8	chr11:83078055..83078456	chr11	82891557	82891958
Slfn8	chr11:83195676..83196077	chr11	83009178	83009579
Slx4ip	chr2:136920866..136921267	chr2	136746602	136747003
Slx4ip	chr2:136936387..136936788	chr2	136762123	136762524
Smc6	chr12:11267326..11267727	chr12	11274132	11274533
Smcr8	chr11:60932843..60933244	chr11	60746345	60746746
Smg7	chr1:152809811..152810212	chr1	154656941	154657342
Smg7	chr1:152811796..152812197	chr1	154658926	154659327
Smox	chr2:131423574..131423975	chr2	131249310	131249711
Smox	chr2:131426402..131426803	chr2	131252138	131252539
Smox	chr2:131430370..131430771	chr2	131256106	131256507
Smox	chr2:131431129..131431530	chr2	131256865	131257266
Snn	chr16:11063107..11063508	chr16	11063200	11063601
Snn	chr16:11288180..11288581	chr16	11288273	11288674
Snrnp35	chr5:123832404..123832805	chr5	124282413	124282814
Snrnp35	chr5:123897383..123897784	chr5	124347392	124347793
Snrnp35	chr5:124050363..124050764	chr5	124500372	124500773
Snrnp35	chr5:124052205..124052606	chr5	124502214	124502615
Snrnp35	chr5:124074928..124075329	chr5	124524937	124525338
Snrnp35	chr5:124475781..124476182	chr5	124925790	124926191
Snrnp35	chr5:124496841..124497242	chr5	124946850	124947251
Snx10	chr6:51533406..51533807	chr6	51483405	51483806
Snx10	chr6:51592269..51592670	chr6	51542268	51542669
Snx18	chr13:113435124..113435525	chr13	114225332	114225733
Snx18	chr13:113487087..113487488	chr13	114277295	114277696
Snx18	chr13:113547874..113548275	chr13	114338082	114338483
Snx18	chr13:113600700..113601101	chr13	114390908	114391309
Snx18	chr13:113613907..113614308	chr13	114404115	114404516
Snx18	chr13:113614636..113615037	chr13	114404844	114405245
Snx18	chr13:113614951..113615352	chr13	114405159	114405560
Socs1	chr16:10585218..10585619	chr16	10585311	10585712
Socs1	chr16:10676652..10677053	chr16	10676745	10677146
Socs1	chr16:10814725..10815126	chr16	10814818	10815219
Socs1	chr16:10838583..10838984	chr16	10838676	10839077
Socs1	chr16:11288180..11288581	chr16	11288273	11288674
Socs1	chr16:11456204..11456605	chr16	11456297	11456698
Socs3	chr11:117877861..117878262	chr11	117739175	117739576
Socs3	chr11:117946326..117946727	chr11	117807640	117808041
Socs3	chr11:117965129..117965530	chr11	117826443	117826844
Socs3	chr11:117974663..117975064	chr11	117835977	117836378
Socs3	chr11:117979333..117979734	chr11	117840647	117841048
Socs3	chr11:117987997..117988398	chr11	117849311	117849712
Socs3	chr11:117991749..117992150	chr11	117853063	117853464
Son	chr16:91433508..91433909	chr16	91433753	91434154
Son	chr16:91522125..91522526	chr16	91522370	91522771
Son	chr16:91552921..91553322	chr16	91553166	91553567
Son	chr16:91593293..91593694	chr16	91593538	91593939
Sowahc	chr10:59236394..59236795	chr10	58699142	58699543
Sowahc	chr10:59237718..59238119	chr10	58700466	58700867
Spag9	chr11:93997118..93997519	chr11	93858432	93858833
Spred1	chr2:116914005..116914406	chr2	116739741	116740142
Spred1	chr2:116942336..116942737	chr2	116768072	116768473
Spred1	chr2:116972602..116973003	chr2	116798338	116798739
Spred1	chr2:116974021..116974422	chr2	116799757	116800158
Spred1	chr2:116977775..116978176	chr2	116803511	116803912
Spred1	chr2:116989308..116989709	chr2	116815044	116815445
Spred1	chr2:116990123..116990524	chr2	116815859	116816260
Spred1	chr2:116998753..116999154	chr2	116824489	116824890
Spred1	chr2:116999692..117000093	chr2	116825428	116825829
Spred1	chr2:117018452..117018853	chr2	116844188	116844589
Spred1	chr2:117080370..117080771	chr2	116906106	116906507
Spred1	chr2:117299758..117300159	chr2	117125494	117125895
Spred1	chr2:117304371..117304772	chr2	117130107	117130508
Spred1	chr2:117328627..117329028	chr2	117154363	117154764
Spryd7	chr14:61519101..61519502	chr14	62137938	62138339
Spryd7	chr14:62339168..62339569	chr14	62958005	62958406
Spryd7	chr14:62342354..62342755	chr14	62961191	62961592
Spryd7	chr14:62350892..62351293	chr14	62969729	62970130
Sptlc2	chr12:86787182..86787583	chr12	88128132	88128533
Sptlc2	chr12:86824990..86825391	chr12	88165940	88166341
Sptlc2	chr12:86833837..86834238	chr12	88174787	88175188
Sptlc2	chr12:86948653..86949054	chr12	88289603	88290004
Sptlc2	chr12:86949469..86949870	chr12	88290419	88290820
Sptlc2	chr12:86950507..86950908	chr12	88291457	88291858
Src	chr2:157405548..157405949	chr2	157231284	157231685
Src	chr2:157407585..157407986	chr2	157233321	157233722
Src	chr2:157425669..157426070	chr2	157251405	157251806
Src	chr2:157428230..157428631	chr2	157253966	157254367
Src	chr2:157447925..157448326	chr2	157273661	157274062
Srfbp1	chr18:49772467..49772868	chr18	49932121	49932522
Srgn	chr10:62066255..62066656	chr10	61529003	61529404
Srgn	chr10:62323740..62324141	chr10	61786488	61786889
Srgn	chr10:62339215..62339616	chr10	61801963	61802364
Srgn	chr10:62501032..62501433	chr10	61963780	61964181
Srgn	chr10:62502196..62502597	chr10	61964944	61965345
Srgn	chr10:62503832..62504233	chr10	61966580	61966981
Srgn	chr10:62506227..62506628	chr10	61968975	61969376
Srsf3	chr17:29051172..29051573	chr17	29188117	29188518
Srsf3	chr17:29392499..29392900	chr17	29529444	29529845
Srsf3	chr17:29414219..29414620	chr17	29551164	29551565
Srsf3	chr17:29434581..29434982	chr17	29571526	29571927
Srsf3	chr17:29437155..29437556	chr17	29574100	29574501
Srsf3	chr17:29439889..29440290	chr17	29576834	29577235
Srsf3	chr17:29441994..29442395	chr17	29578939	29579340
Ssr3	chr3:65929708..65930109	chr3	65733630	65734031
Ssx2ip	chr3:145951356..145951757	chr3	145614320	145614721
St3gal3	chr4:117982665..117983066	chr4	117655270	117655671
St3gal3	chr4:118062061..118062462	chr4	117734666	117735067
St3gal5	chr6:71981380..71981781	chr6	71931374	71931775
St3gal5	chr6:72023555..72023956	chr6	71973549	71973950
St3gal5	chr6:72025462..72025863	chr6	71975456	71975857
St3gal5	chr6:72037495..72037896	chr6	71987489	71987890
St3gal5	chr6:72101417..72101818	chr6	72051411	72051812
St3gal5	chr6:72116979..72117380	chr6	72066973	72067374
St3gal5	chr6:72140410..72140811	chr6	72090404	72090805
St6galnac4	chr2:32863327..32863728	chr2	32718847	32719248
St6galnac4	chr2:32879753..32880154	chr2	32735273	32735674
St6galnac4	chr2:32897574..32897975	chr2	32753094	32753495
St7	chr6:17079853..17080254	chr6	17029853	17030254
St7	chr6:17408084..17408485	chr6	17358084	17358485
St7	chr6:17611325..17611726	chr6	17561325	17561726
St7	chr6:17655099..17655500	chr6	17605099	17605500
Stam2	chr2:52929970..52930371	chr2	52789004	52789405
Stam2	chr2:52938258..52938659	chr2	52797292	52797693
Stam2	chr2:52943657..52944058	chr2	52802691	52803092
Stam2	chr2:52998061..52998462	chr2	52857095	52857496
Stim2	chr5:53970132..53970533	chr5	54361371	54361772
Stk38l	chr6:146675144..146675545	chr6	146623666	146624067
Stk38l	chr6:146751639..146752040	chr6	146700161	146700562
Stx3	chr19:11119284..11119685	chr19	11193774	11194175
Stx3	chr19:11329500..11329901	chr19	11403990	11404391
Stx3	chr19:11808420..11808821	chr19	11882910	11883311
Stx3	chr19:11817382..11817783	chr19	11891872	11892273
Stx4a	chr7:127480369..127480770	chr7	134623883	134624284
Stxbp1	chr2:32897574..32897975	chr2	32753094	32753495
Syap1	chrX:163930320..163930721	chrX	160368252	160368653
Syk	chr13:52600052..52600453	chr13	52695421	52695822
Tab2	chr10:7841785..7842186	chr10	7561583	7561984
Taf7	chr18:37931153..37931554	chr18	38090807	38091208
Tap1	chr17:34101758..34102159	chr17	34238703	34239104
Tap1	chr17:35197194..35197595	chr17	35334139	35334540
Tap1	chr17:35210219..35210620	chr17	35347164	35347565
Tap1	chr17:35215126..35215527	chr17	35352071	35352472
Tap1	chr17:35259063..35259464	chr17	35396008	35396409
Tap2	chr17:34101758..34102159	chr17	34238703	34239104
Tap2	chr17:34347539..34347940	chr17	34484484	34484885
Tap2	chr17:35197194..35197595	chr17	35334139	35334540
Tap2	chr17:35208222..35208623	chr17	35345167	35345568
Tap2	chr17:35209769..35210170	chr17	35346714	35347115
Tap2	chr17:35210219..35210620	chr17	35347164	35347565
Tap2	chr17:35215126..35215527	chr17	35352071	35352472
Tapt1	chr5:43865294..43865695	chr5	44256533	44256934
Tapt1	chr5:43866391..43866792	chr5	44257630	44258031
Tarm1	chr7:3451081..3451482	chr7	3451911	3452312
Tarm1	chr7:3498602..3499003	chr7	3499483	3499884
Tbc1d15	chr10:115328583..115328984	chr10	114765639	114766040
Tbc1d9	chr8:82201779..82202180	chr8	84725678	84726079
Tbc1d9	chr8:83131756..83132157	chr8	85655655	85656056
Tbc1d9	chr8:83141340..83141741	chr8	85665239	85665640
Tdrd7	chr4:45452482..45452883	chr4	45465354	45465755
Tdrd7	chr4:46304666..46305067	chr4	46317538	46317939
Tdrd7	chr4:46485626..46486027	chr4	46498498	46498899
Tes	chr6:17408084..17408485	chr6	17358084	17358485
Tet2	chr3:133518734..133519135	chr3	133181698	133182099
Tet2	chr3:133532960..133533361	chr3	133195924	133196325
Tet2	chr3:133533580..133533981	chr3	133196544	133196945
Tet2	chr3:133534136..133534537	chr3	133197100	133197501
Tet2	chr3:133541075..133541476	chr3	133204039	133204440
Tet2	chr3:133542067..133542468	chr3	133205031	133205432
Tgif1	chr17:70737430..70737831	chr17	71086770	71087171
Tgtp1	chr11:49083212..49083613	chr11	48896714	48897115
Tgtp2	chr11:49083212..49083613	chr11	48896714	48897115
Tgtp2	chr11:49098806..49099207	chr11	48912308	48912709
Thbs1	chr2:118012222..118012623	chr2	117837958	117838359
Ticam1	chr17:56265034..56265435	chr17	56404457	56404858
Ticam1	chr17:56267683..56268084	chr17	56407106	56407507
Ticam2	chr18:46535119..46535520	chr18	46694773	46695174
Tiparp	chr3:65434700..65435101	chr3	65238622	65239023
Tiparp	chr3:65974667..65975068	chr3	65778589	65778990
Tle3	chr9:61668191..61668592	chr9	61515998	61516399
Tle3	chr9:61702136..61702537	chr9	61549943	61550344
Tle3	chr9:61705611..61706012	chr9	61553418	61553819
Tle3	chr9:61707881..61708282	chr9	61555688	61556089
Tln1	chr4:44013697..44014098	chr4	44026569	44026970
Tlr6	chr5:64865575..64865976	chr5	65256814	65257215
Tlr6	chr5:64883847..64884248	chr5	65275086	65275487
Tlr6	chr5:64884225..64884626	chr5	65275464	65275865
Tlr6	chr5:64885038..64885439	chr5	65276277	65276678
Tlr6	chr5:64886136..64886537	chr5	65277375	65277776
Tlr6	chr5:64886988..64887389	chr5	65278227	65278628
Tlr6	chr5:64900221..64900622	chr5	65291460	65291861
Tlr6	chr5:64900578..64900979	chr5	65291817	65292218
Tlr6	chr5:64908242..64908643	chr5	65299481	65299882
Tlr6	chr5:64922946..64923347	chr5	65314185	65314586
Tma16	chr8:66491817..66492218	chr8	69015716	69016117
Tma16	chr8:66494459..66494860	chr8	69018358	69018759
Tmbim4	chr10:120167689..120168090	chr10	119604745	119605146
Tmbim4	chr10:120189263..120189664	chr10	119626319	119626720
Tmbim4	chr10:120189699..120190100	chr10	119626755	119627156
Tmbim4	chr10:121505186..121505587	chr10	120942242	120942643
Tmbim6	chr15:100673657..100674058	chr15	100504088	100504489
Tmbim6	chr15:98993022..98993423	chr15	98823453	98823854
Tmbim6	chr15:99341043..99341444	chr15	99171474	99171875
Tmcc3	chr10:94961983..94962384	chr10	94424617	94425018
Tmed5	chr5:107966208..107966609	chr5	108395227	108395628
Tmem243	chr5:9141145..9141546	chr5	9141145	9141546
Tmem251	chr12:102748106..102748507	chr12	103986316	103986717
Tmsb10	chr6:72432089..72432490	chr6	72382083	72382484
Tmsb10	chr6:72898473..72898874	chr6	72848467	72848868
Tnc	chr4:63407673..63408074	chr4	63068707	63069108
Tnc	chr4:63408741..63409142	chr4	63069775	63070176
Tnc	chr4:63409216..63409617	chr4	63070250	63070651
Tnc	chr4:63765053..63765454	chr4	63426087	63426488
Tnc	chr4:63815722..63816123	chr4	63476756	63477157
Tnc	chr4:63823151..63823552	chr4	63484185	63484586
Tnc	chr4:63845785..63846186	chr4	63506819	63507220
Tnf	chr17:34347896..34348297	chr17	34484841	34485242
Tnf	chr17:35197194..35197595	chr17	35334139	35334540
Tnf	chr17:35208222..35208623	chr17	35345167	35345568
Tnf	chr17:35209769..35210170	chr17	35346714	35347115
Tnf	chr17:35210219..35210620	chr17	35347164	35347565
Tnf	chr17:35215126..35215527	chr17	35352071	35352472
Tnfaip3	chr10:18941491..18941892	chr10	18661297	18661698
Tnfaip3	chr10:18943272..18943673	chr10	18663078	18663479
Tnfaip3	chr10:18946470..18946871	chr10	18666276	18666677
Tnfaip3	chr10:18995557..18995958	chr10	18715363	18715764
Tnfaip3	chr10:18996362..18996763	chr10	18716168	18716569
Tnfaip3	chr10:19045918..19046319	chr10	18765724	18766125
Tnfaip3	chr10:19063423..19063824	chr10	18783229	18783630
Tnfaip3	chr10:19065233..19065634	chr10	18785039	18785440
Tnfaip3	chr10:19066481..19066882	chr10	18786287	18786688
Tnfaip3	chr10:19068282..19068683	chr10	18788088	18788489
Tnfaip3	chr10:19078074..19078475	chr10	18797880	18798281
Tnfaip3	chr10:19094330..19094731	chr10	18814136	18814537
Tnfaip3	chr10:19095311..19095712	chr10	18815117	18815518
Tnfaip3	chr10:19167610..19168011	chr10	18887416	18887817
Tnfaip3	chr10:19170633..19171034	chr10	18890439	18890840
Tnfrsf12a	chr17:23592511..23592912	chr17	23729478	23729879
Tnfrsf1b	chr4:145240895..145241296	chr4	144830798	144831199
Tnfrsf1b	chr4:145242976..145243377	chr4	144832879	144833280
Tnfrsf1b	chr4:145245568..145245969	chr4	144835471	144835872
Tnfrsf1b	chr4:145253497..145253898	chr4	144843400	144843801
Tnfrsf1b	chr4:145257358..145257759	chr4	144847261	144847662
Tnfrsf1b	chr4:145258082..145258483	chr4	144847985	144848386
Tnfrsf1b	chr4:145260068..145260469	chr4	144849971	144850372
Tnfrsf1b	chr4:145266006..145266407	chr4	144855909	144856310
Tnfrsf1b	chr4:145270117..145270518	chr4	144860020	144860421
Tnfrsf1b	chr4:145272660..145273061	chr4	144862563	144862964
Tnfrsf1b	chr4:145282623..145283024	chr4	144872526	144872927
Tnfrsf1b	chr4:145283432..145283833	chr4	144873335	144873736
Tnfsf15	chr4:63407673..63408074	chr4	63068707	63069108
Tnfsf15	chr4:63408741..63409142	chr4	63069775	63070176
Tnfsf15	chr4:63409216..63409617	chr4	63070250	63070651
Tnfsf15	chr4:63765053..63765454	chr4	63426087	63426488
Tnfsf15	chr4:63815722..63816123	chr4	63476756	63477157
Tnfsf15	chr4:63823151..63823552	chr4	63484185	63484586
Tnfsf15	chr4:63845785..63846186	chr4	63506819	63507220
Tnfsf9	chr17:57096138..57096539	chr17	57235561	57235962
Tnfsf9	chr17:57098367..57098768	chr17	57237790	57238191
Tnfsf9	chr17:57112902..57113303	chr17	57252325	57252726
Tnfsf9	chr17:57290780..57291181	chr17	57430203	57430604
Tnfsf9	chr17:57292286..57292687	chr17	57431709	57432110
Tnip1	chr11:54088248..54088649	chr11	53901750	53902151
Tnip1	chr11:54608886..54609287	chr11	54422388	54422789
Tnip1	chr11:54954059..54954460	chr11	54767561	54767962
Tnip1	chr11:54973825..54974226	chr11	54787327	54787728
Tpm4	chr8:71668637..71669038	chr8	74192536	74192937
Tpm4	chr8:71670311..71670712	chr8	74194210	74194611
Tpm4	chr8:72136635..72137036	chr8	74660534	74660935
Tpm4	chr8:72145457..72145858	chr8	74669356	74669757
Tpm4	chr8:72351587..72351988	chr8	74875486	74875887
Tra2a	chr6:49011164..49011565	chr6	48961163	48961564
Tra2a	chr6:49022706..49023107	chr6	48972705	48973106
Tra2a	chr6:49026120..49026521	chr6	48976119	48976520
Traf1	chr2:35330742..35331143	chr2	35186262	35186663
Traf3ip2	chr10:40097408..40097809	chr10	39817214	39817615
Traf5	chr1:191193641..191194042	chr1	193017520	193017921
Traf5	chr1:191198003..191198404	chr1	193021882	193022283
Traf5	chr1:191201218..191201619	chr1	193025097	193025498
Traf5	chr1:191229569..191229970	chr1	193053448	193053849
Traf5	chr1:191239599..191240000	chr1	193063478	193063879
Traf5	chr1:191241505..191241906	chr1	193065384	193065785
Traf5	chr1:191244184..191244585	chr1	193068063	193068464
Traf5	chr1:191252717..191253118	chr1	193076596	193076997
Traf5	chr1:191269568..191269969	chr1	193093447	193093848
Traf5	chr1:191280648..191281049	chr1	193104527	193104928
Traf5	chr1:191438478..191438879	chr1	193262357	193262758
Traf6	chr2:101781230..101781631	chr2	101621387	101621788
Traf6	chr2:101827652..101828053	chr2	101667809	101668210
Traf6	chr2:102867245..102867646	chr2	102707402	102707803
Traf6	chr2:102888778..102889179	chr2	102728935	102729336
Traf6	chr2:102968440..102968841	chr2	102808597	102808998
Traf6	chr2:102980898..102981299	chr2	102821055	102821456
Traf6	chr2:103052450..103052851	chr2	102892607	102893008
Trafd1	chr5:121388955..121389356	chr5	121838964	121839365
Trafd1	chr5:121399560..121399961	chr5	121849569	121849970
Trafd1	chr5:121584125..121584526	chr5	122034134	122034535
Trafd1	chr5:121833267..121833668	chr5	122283276	122283677
Trim13	chr14:61519101..61519502	chr14	62137938	62138339
Trim13	chr14:61588401..61588802	chr14	62207238	62207639
Trim13	chr14:62342354..62342755	chr14	62961191	62961592
Trim30a	chr7:104398451..104398852	chr7	111546965	111547366
Trim30a	chr7:104446338..104446739	chr7	111594852	111595253
Trim34a	chr7:104398451..104398852	chr7	111546965	111547366
Trim34a	chr7:104399362..104399763	chr7	111547876	111548277
Trim34a	chr7:104446338..104446739	chr7	111594852	111595253
Trim35	chr14:66209248..66209649	chr14	66828085	66828486
Trim35	chr14:66223648..66224049	chr14	66842485	66842886
Trim35	chr14:66225733..66226134	chr14	66844570	66844971
Trim35	chr14:66230223..66230624	chr14	66849060	66849461
Trim35	chr14:66231144..66231545	chr14	66849981	66850382
Trim35	chr14:66252458..66252859	chr14	66871295	66871696
Trim35	chr14:66264572..66264973	chr14	66883409	66883810
Trip10	chr17:57096138..57096539	chr17	57235561	57235962
Trip10	chr17:57098367..57098768	chr17	57237790	57238191
Trip10	chr17:57112902..57113303	chr17	57252325	57252726
Trip10	chr17:57198301..57198702	chr17	57337724	57338125
Trip10	chr17:57275003..57275404	chr17	57414426	57414827
Trip10	chr17:57282629..57283030	chr17	57422052	57422453
Trip10	chr17:57290780..57291181	chr17	57430203	57430604
Trip10	chr17:57292286..57292687	chr17	57431709	57432110
Trip12	chr1:84242296..84242697	chr1	84238871	84239272
Trip12	chr1:84274951..84275352	chr1	84271526	84271927
Trip12	chr1:84317726..84318127	chr1	84314301	84314702
Trip12	chr1:84318523..84318924	chr1	84315098	84315499
Trip12	chr1:84321089..84321490	chr1	84317664	84318065
Trip12	chr1:84350262..84350663	chr1	84346837	84347238
Trip12	chr1:84359665..84360066	chr1	84356240	84356641
Trip12	chr1:84360102..84360503	chr1	84356677	84357078
Trip12	chr1:84362118..84362519	chr1	84358693	84359094
Trip12	chr1:84365325..84365726	chr1	84361900	84362301
Trmt5	chr12:73449117..73449518	chr12	74550104	74550505
Tshz1	chr18:83813410..83813811	chr18	83982802	83983203
Tshz1	chr18:83817407..83817808	chr18	83986799	83987200
Tshz1	chr18:84089317..84089718	chr18	84258709	84259110
Ttc19	chr11:62005530..62005931	chr11	61819032	61819433
Ttc19	chr11:62217637..62218038	chr11	62031139	62031540
Ttc19	chr11:62223969..62224370	chr11	62037471	62037872
Ttc39b	chr4:83497089..83497490	chr4	83142993	83143394
Ttc39c	chr18:12130611..12131012	chr18	12289120	12289521
Ttc39c	chr18:12131250..12131651	chr18	12289759	12290160
Ttc9c	chr19:8984276..8984677	chr19	9058766	9059167
Ttc9c	chr19:8991809..8992210	chr19	9066299	9066700
Ttc9c	chr19:9023151..9023552	chr19	9097641	9098042
Ttc9c	chr19:9060081..9060482	chr19	9134571	9134972
Ttpal	chr2:164441207..164441608	chr2	164266707	164267108
Tuba1c	chr15:100245942..100246343	chr15	100076373	100076774
Tuba1c	chr15:100411089..100411490	chr15	100241520	100241921
Tuba1c	chr15:99332911..99333312	chr15	99163342	99163743
Tubb6	chr18:67698473..67698874	chr18	67858127	67858528
Tubb6	chr18:67699603..67700004	chr18	67859257	67859658
Tubb6	chr18:67700416..67700817	chr18	67860070	67860471
Twsg1	chr17:65680741..65681142	chr17	66030081	66030482
Twsg1	chr17:65724251..65724652	chr17	66073591	66073992
Txnl1	chr18:63864221..63864622	chr18	64023875	64024276
Txnrd1	chr10:82814071..82814472	chr10	82276816	82277217
Txnrd1	chr10:83149653..83150054	chr10	82612398	82612799
Txnrd1	chr10:83215586..83215987	chr10	82678331	82678732
Txnrd1	chr10:83343181..83343582	chr10	82805926	82806327
Uba6	chr5:86099025..86099426	chr5	86528050	86528451
Ubald2	chr11:115630966..115631367	chr11	115492280	115492681
Ubald2	chr11:115634083..115634484	chr11	115495397	115495798
Ubald2	chr11:115692861..115693262	chr11	115554175	115554576
Ubash3b	chr9:41067879..41068280	chr9	40875962	40876363
Ubash3b	chr9:41070631..41071032	chr9	40878714	40879115
Ubash3b	chr9:41072089..41072490	chr9	40880172	40880573
Ubash3b	chr9:41073135..41073536	chr9	40881218	40881619
Ubash3b	chr9:41132217..41132618	chr9	40940300	40940701
Ubash3b	chr9:41134898..41135299	chr9	40942981	40943382
Ubb	chr11:62005530..62005931	chr11	61819032	61819433
Ube2d3	chr3:135616713..135617114	chr3	135279677	135280078
Ube2d3	chr3:135670592..135670993	chr3	135333556	135333957
Ube2d3	chr3:135672408..135672809	chr3	135335372	135335773
Ube2d3	chr3:135673913..135674314	chr3	135336877	135337278
Ube2d3	chr3:135680565..135680966	chr3	135343529	135343930
Ube2f	chr1:91056397..91056798	chr1	92952974	92953375
Ube2f	chr1:92712426..92712827	chr1	94609003	94609404
Ube2j1	chr4:33239771..33240172	chr4	33326746	33327147
Ube2j1	chr4:33282302..33282703	chr4	33369277	33369678
Ube2k	chr5:65832191..65832592	chr5	66223430	66223831
Ube2l3	chr16:17409035..17409436	chr16	17409128	17409529
Ube2s	chr7:4653794..4654195	chr7	4605396	4605797
Ube2s	chr7:4657597..4657998	chr7	4609199	4609600
Ube2z	chr11:95896873..95897274	chr11	95758187	95758588
Ube2z	chr11:97127133..97127534	chr11	96988447	96988848
Ube2z	chr11:97140871..97141272	chr11	97002185	97002586
Ube2z	chr11:97143595..97143996	chr11	97004909	97005310
Ube2z	chr11:97309350..97309751	chr11	97170664	97171065
Ube2z	chr11:97435030..97435431	chr11	97296344	97296745
Ubr4	chr4:139227884..139228285	chr4	138783799	138784200
Ubr4	chr4:139597946..139598347	chr4	139153861	139154262
Ubr4	chr4:139598983..139599384	chr4	139154898	139155299
Ubtd2	chr11:32349558..32349959	chr11	32249558	32249959
Ubtd2	chr11:32350127..32350528	chr11	32250127	32250528
Ubtd2	chr11:32358339..32358740	chr11	32258339	32258740
Ubtd2	chr11:32409060..32409461	chr11	32309060	32309461
Ubtd2	chr11:32409787..32410188	chr11	32309787	32310188
Ubxn2a	chr12:3349361..3349762	chr12	3349361	3349762
Ubxn2a	chr12:3392383..3392784	chr12	3392383	3392784
Ubxn2a	chr12:3740040..3740441	chr12	3740040	3740441
Ubxn2a	chr12:3834399..3834800	chr12	3834399	3834800
Ubxn2a	chr12:3854534..3854935	chr12	3854534	3854935
Ubxn2a	chr12:3868119..3868520	chr12	3868119	3868520
Ubxn2a	chr12:3892586..3892987	chr12	3892586	3892987
Upp1	chr11:8566491..8566892	chr11	8466494	8466895
Upp1	chr11:8656954..8657355	chr11	8556957	8557358
Upp1	chr11:8704838..8705239	chr11	8604841	8605242
Uso1	chr5:92093761..92094162	chr5	92522787	92523188
Uso1	chr5:92128488..92128889	chr5	92557514	92557915
Uso1	chr5:92368373..92368774	chr5	92797399	92797800
Uso1	chr5:92374704..92375105	chr5	92803730	92804131
Usp12	chr5:146792110..146792511	chr5	147603686	147604087
Usp12	chr5:146793207..146793608	chr5	147604783	147605184
Usp18	chr6:121241547..121241948	chr6	121191565	121191966
Usp18	chr6:121249606..121250007	chr6	121199624	121200025
Uspl1	chr5:148495159..148495560	chr5	149306735	149307136
Uspl1	chr5:149235009..149235410	chr5	150046585	150046986
Vasn	chr16:3956384..3956785	chr16	3956384	3956785
Vcam1	chr3:116184383..116184784	chr3	115887301	115887702
Vcam1	chr3:116185242..116185643	chr3	115888160	115888561
Vegfa	chr17:45746767..45747168	chr17	45883716	45884117
Vegfa	chr17:45752697..45753098	chr17	45889646	45890047
Vegfa	chr17:45766925..45767326	chr17	45903874	45904275
Vegfa	chr17:45772643..45773044	chr17	45909592	45909993
Vegfa	chr17:46073834..46074235	chr17	46210783	46211184
Vezt	chr10:94047912..94048313	chr10	93510657	93511058
Vezt	chr10:94059627..94060028	chr10	93522372	93522773
Vezt	chr10:94358697..94359098	chr10	93821442	93821843
Vezt	chr10:94426325..94426726	chr10	93889070	93889471
Vezt	chr10:94505208..94505609	chr10	93967953	93968354
Vezt	chr10:94538654..94539055	chr10	94001399	94001800
Vezt	chr10:94639273..94639674	chr10	94102018	94102419
Vim	chr2:13410698..13411099	chr2	13332325	13332726
Vim	chr2:13413478..13413879	chr2	13335105	13335506
Vopp1	chr6:57707763..57708164	chr6	57657757	57658158
Vopp1	chr6:57720852..57721253	chr6	57670846	57671247
Vps29	chr5:122143513..122143914	chr5	122593522	122593923
Vps29	chr5:122704511..122704912	chr5	123154520	123154921
Vps29	chr5:122769096..122769497	chr5	123219105	123219506
Vps37b	chr5:123832404..123832805	chr5	124282413	124282814
Vps37b	chr5:123858514..123858915	chr5	124308523	124308924
Vps37b	chr5:123862627..123863028	chr5	124312636	124313037
Vps37b	chr5:123891693..123892094	chr5	124341702	124342103
Vps37b	chr5:123893504..123893905	chr5	124343513	124343914
Vps37b	chr5:124047141..124047542	chr5	124497150	124497551
Vps37b	chr5:124074928..124075329	chr5	124524937	124525338
Vps37c	chr19:10690456..10690857	chr19	10764946	10765347
Vps37c	chr19:10845353..10845754	chr19	10919843	10920244
Vps54	chr11:21014881..21015282	chr11	20914884	20915285
Vps54	chr11:21046191..21046592	chr11	20946194	20946595
Vps54	chr11:21048663..21049064	chr11	20948666	20949067
